"harbour"	"lon"	"lat"	"range"
"Roro"	"Roro"	11.6205	57.7725	3
"RØRVIG"	"RØRVIG"	11.7539	55.9434	3
"ROS A MHIL"	"ROS A MHIL"	-9.556439027	53.26932282	3
"Rosas"	"Rosas"	3.18144383	42.25701991	3
"ROSBEG/PORTNOO"	"ROSBEG/PORTNOO"	-8.470605807	54.84158288	3
"Rosbras (Riec-sur-Belon)"	"Rosbras (Riec-sur-Belon)"	-3.7	47.833333	3
"Roscanvel (Camaret-sur-Mer)"	"Roscanvel (Camaret-sur-Mer)"	-4.6	48.283333	3
"Roscoff"	"Roscoff"	-4	48.716667	3
"Rosehearty"	"Rosehearty"	-2.116666667	57.68333333	3
"Rosemarkie"	"Rosemarkie"	-4.116666667	57.6	3
"ROSETO DEGLI ABRUZZI"	"ROSETO DEGLI ABRUZZI"	14.016667	42.683333	3
"ROSKILDE"	"ROSKILDE"	12.0909	55.6405	3
"RØSNÆS"	"RØSNÆS"	10.8727	55.7427	3
"Rossaveel"	"Rossaveel"	-9.561944008	53.26972198	3
"ROSSES POINT"	"ROSSES POINT"	-8.554503463	54.31789366	3
"Rosslare"	"Rosslare"	-6.340277672	52.25444412	3
"ROSSLARE"	"ROSSLARE"	-6.38834393	52.27837079	3
"ROSSMORE/ROSSCAHILL"	"ROSSMORE/ROSSCAHILL"	-9.608393589	53.83389951	3
"Rostiviec (Loperhet)"	"Rostiviec (Loperhet)"	-4.3	48.383333	3
"ROSTOCK"	"ROSTOCK"	12.11733333	54.08433333	3
"Rostrevor"	"Rostrevor"	-6.202809811	54.0982399	3
"ROSTREVOR"	"ROSTREVOR"	-6.2	54.1	3
"Rota"	"Rota"	-6.354999	36.61697462	3
"Rothesay"	"Rothesay"	-5.033333333	55.83333333	3
"Roubaril (Gatteville-le-Phare)"	"Roubaril (Gatteville-le-Phare)"	-1.283333	49.683333	3
"Rouen"	"Rouen"	1.083333	49.433333	3
"ROUNDSTONE/BALLYCONNEELY"	"ROUNDSTONE/BALLYCONNEELY"	-9.921830777	53.39631629	3
"Rousay to Shapinsay"	"Rousay to Shapinsay"	-2.796666667	59.03416667	3
"Rowy"	"Rowy"	17.05	54.66666667	3
"Royan"	"Royan"	-1.033333	45.633333	3
"RUDEN"	"RUDEN"	13.76666667	54.2	3
"Rudh Re - Red Point"	"Rudh Re - Red Point"	-5.822777778	57.63861111	3
"RUDKØBING"	"RUDKØBING"	10.7163	54.9353	3
"RUNCORN"	"RUNCORN"	-2.75	53.33333333	3
"Rundvik"	"Rundvik"	19.441667	63.528333	3
"RUNGSTED"	"RUNGSTED"	12.5327	55.8842	3
"Runmaro"	"Runmaro"	18.766667	59.2775	3
"Runno"	"Runno"	16.528667	57.164167	3
"RUSH"	"RUSH"	-6.070856211	53.5248856	3
"RY"	"RY"	9.7593	56.0919	3
"RYDSBÆK"	"RYDSBÆK"	12.1425	54.5429	3
"Rye"	"Rye"	0.76666671	50.93333435	3
"RYE"	"RYE"	0.733333333	50.95	3
"S ESTANYOL"	"S ESTANYOL"	2.91899946	39.37399911	3
"S. Pedro del Pinatar-Lo Pagan"	"S. Pedro del Pinatar-Lo Pagan"	-0.75625321	37.82208974	3
"Saaremaa"	"Saaremaa"	22.234	58.54	3
"Sada"	"Sada"	-8.2470297	43.36321693	3
"SÆBY"	"SÆBY"	10.5197	57.3342	3
"SÆNE"	"SÆNE"	14.7551	55.2793	3
"Sagunto"	"Sagunto"	-0.2165704	39.65538659	3
"Saint-André-de-Cubzac"	"Saint-André-de-Cubzac"	-0.441667	44.991667	3
"Saint-Aubin-sur-Mer"	"Saint-Aubin-sur-Mer"	0.883333	49.883333	3
"Saint-Briac-sur-Mer"	"Saint-Briac-sur-Mer"	-2.133333	48.633333	3
"Saint-Brieuc"	"Saint-Brieuc"	-2.783333	48.516667	3
"Saint-Cast-le-Guildo"	"Saint-Cast-le-Guildo"	-2.266667	48.633333	3
"Saint-Chamas"	"Saint-Chamas"	5.033333	43.55	3
"Saint-Christoly-Médoc"	"Saint-Christoly-Médoc"	-0.833333	45.35	3
"Saint-Cyprien"	"Saint-Cyprien"	3	42.616667	3
"Saint-Estèphe"	"Saint-Estèphe"	0.016667	45.583333	3
"Saint-Evette (Esquibien)"	"Saint-Evette (Esquibien)"	-4.566667	48.016667	3
"Saint-Florent"	"Saint-Florent"	9.3	42.683333	3
"Saint-Germain-sur-Ay"	"Saint-Germain-sur-Ay"	-1.6	49.233333	3
"Saint-Gilles-Croix-de-Vie"	"Saint-Gilles-Croix-de-Vie"	-1.933333333	46.7	3
"Saint-Guénolé (Penmarch)"	"Saint-Guénolé (Penmarch)"	-4.333333333	47.8	3
"Saint-Jacut-de-la-Mer"	"Saint-Jacut-de-la-Mer"	-2.183333	48.6	3
"Saint-Jean-de-Luz"	"Saint-Jean-de-Luz"	-1.666667	43.383333	3
"Saint-Laurent-de-la-Salanque"	"Saint-Laurent-de-la-Salanque"	2.983333	42.766667	3
"Saint-Malo"	"Saint-Malo"	-2.016667	48.65	3
"Saint-Martin-de-Ré"	"Saint-Martin-de-Ré"	-1.366667	46.2	3
"Saint-Nazaire"	"Saint-Nazaire"	-2.2	47.283333	3
"Saint-Nazaire-sur-Charente"	"Saint-Nazaire-sur-Charente"	-1.05	45.95	3
"Saint-Pabu"	"Saint-Pabu"	-4.583333333	48.56666667	3
"Saint-Quay-Portrieux"	"Saint-Quay-Portrieux"	-2.833333	48.65	3
"Saint-Raphaël"	"Saint-Raphaël"	6.766667	43.416667	3
"Saint-Seurin-d Uzet (Chenac-Saint-Seurin-d Uzet)"	"Saint-Seurin-d Uzet (Chenac-Saint-Seurin-d Uzet)"	-0.816666667	45.51666667	3
"Saint-Trojan-les-Bains"	"Saint-Trojan-les-Bains"	-1.2	45.833333	3
"Saint-Tropez"	"Saint-Tropez"	6.633333	43.266667	3
"Saint-Vaast-la-Hougue"	"Saint-Vaast-la-Hougue"	-1.266667	49.6	3
"Saint-Valery-en-Caux"	"Saint-Valery-en-Caux"	0.733333	49.866667	3
"Saint-Valery-sur-Somme"	"Saint-Valery-sur-Somme"	1.633333	50.183333	3
"Saint-Vivien-de-Médoc"	"Saint-Vivien-de-Médoc"	-1.033333	45.433333	3
"Sainte-Marie-du-Mont"	"Sainte-Marie-du-Mont"	-1.216667	49.383333	3
"Sainte-Marine (Combrit)"	"Sainte-Marine (Combrit)"	-4.15	47.883333	3
"Saintes-Maries-de-la-Mer"	"Saintes-Maries-de-la-Mer"	4.425	43.45	3
"SAKSKØBING"	"SAKSKØBING"	11.6386	54.798	3
"SALAMINA"	"SALAMINA"	23.489	37.959	3
"Salcombe"	"Salcombe"	-3.7794445	50.23	3
"SALCOMBE"	"SALCOMBE"	-3.783333333	50.23333333	3
"Salen"	"Salen"	-5.783333333	56.7	3
"SALERNO"	"SALERNO"	14.783333	40.683333	3
"Salins d Hyères (Hyères)"	"Salins d Hyères (Hyères)"	6.116667	43.116667	3
"SALLERUP"	"SALLERUP"	11.8249	55.0851	3
"Saltarna"	"Saltarna"	15.171167	56.149333	3
"Saltaro"	"Saltaro"	18.600667	59.347333	3
"SALTBÆK VIG"	"SALTBÆK VIG"	11.0863	55.4384	3
"Saltcoats"	"Saltcoats"	-4.7875	55.63	3
"SALTEN LANGSØ"	"SALTEN LANGSØ"	9.3968	56.0364	3
"Saltholmen"	"Saltholmen"	11.841667	57.661667	3
"Salto"	"Salto"	11.125333	58.878	3
"Saltvik (Hudiksvall)"	"Saltvik (Hudiksvall)"	17.25	61.675	3
"Saltvik (Oskarshamn)"	"Saltvik (Oskarshamn)"	16.5	57.300667	3
"SAMI"	"SAMI"	20.641	38.252	3
"SAMOS"	"SAMOS"	26.974	37.756	3
"San Adrian"	"San Adrian"	-8.65487449	42.30316694	3
"San Andres"	"San Andres"	-16.18929043	28.5045566	3
"SAN ANTONIO ABAD"	"SAN ANTONIO ABAD"	1.3039953	38.97983546	3
"SAN BENEDETTO DEL TRONTO"	"SAN BENEDETTO DEL TRONTO"	13.883333	42.95	3
"San Carlos de la Rapita"	"San Carlos de la Rapita"	0.60264188	40.6177129	3
"SAN CATALDO"	"SAN CATALDO"	13.983333	37.483333	3
"San Ciprian"	"San Ciprian"	-7.47020889	43.72026272	3
"SAN CRISTOBAL"	"SAN CRISTOBAL"	-15.42399939	28.09399934	3
"San Esteban de Pravia"	"San Esteban de Pravia"	-6.08441021	43.54898086	3
"SAN FELICE CIRCEO"	"SAN FELICE CIRCEO"	13.083333	41.233333	3
"San Feliu De Guixols"	"San Feliu De Guixols"	3.03805042	41.78130732	3
"San Fernando"	"San Fernando"	-6.20589192	36.44115955	3
"SAN JUAN DE LA ARENA"	"SAN JUAN DE LA ARENA"	-6.07601899	43.55805427	3
"SAN MIGUEL DE TAJAO"	"SAN MIGUEL DE TAJAO"	-16.46997476	28.10944999	3
"SAN PEDRO PESCADOR"	"SAN PEDRO PESCADOR"	3.12500102	42.20799975	3
"SAN POL DE MAR"	"SAN POL DE MAR"	2.62684822	41.60189036	3
"SAN REMO"	"SAN REMO"	7.766667	43.816667	3
"San Sebastian"	"San Sebastian"	-1.9865443	43.32511652	3
"SAN SEBASTIÁN DE LA GOMERA"	"SAN SEBASTIÁN DE LA GOMERA"	-17.10686902	28.08833923	3
"SAN VICENTE BARQUERA"	"SAN VICENTE BARQUERA"	-4.39494914	43.38983645	3
"SAN VITO LO CAPO"	"SAN VITO LO CAPO"	12.75	38.166667	3
"Sanary-sur-Mer"	"Sanary-sur-Mer"	5.8	43.116667	3
"Sanda"	"Sanda"	15.655	56.12	3
"SANDAGER (FYN)"	"SANDAGER (FYN)"	9.5673	54.882	3
"SANDAGER (NYSTED)"	"SANDAGER (NYSTED)"	11.3601	54.3978	3
"Sandarne"	"Sandarne"	17.161667	61.263333	3
"Sanday"	"Sanday"	-2.6	59.23333333	3
"Sandhamn (Karlskrona)"	"Sandhamn (Karlskrona)"	15.861667	56.093333	3
"Sandhamn (Varmdo)"	"Sandhamn (Varmdo)"	18.921667	59.288333	3
"Sandhaven and Pitullie"	"Sandhaven and Pitullie"	-2.033333333	57.68333333	3
"Sandon"	"Sandon"	22.254833	65.531667	3
"SANDVIG"	"SANDVIG"	14.7791	55.2872	3
"SANDVIG (SYDSJÆLLAND)"	"SANDVIG (SYDSJÆLLAND)"	12.1184	55.0598	3
"Sandvik (Borgholm)"	"Sandvik (Borgholm)"	16.856667	57.071667	3
"Sandviken"	"Sandviken"	16.4	58.66	3
"Sandwick"	"Sandwick"	-1.25	59.99166667	3
"SANJENJO"	"SANJENJO"	-8.80499903	42.39987082	3
"Sanlucar De Barrameda"	"Sanlucar De Barrameda"	-6.35170677	36.79008421	3
"Sannas"	"Sannas"	11.246667	58.741667	3
"SANT AGATA DI MILITELLO"	"SANT AGATA DI MILITELLO"	14.633333	38.066667	3
"SANT ANTIOCO"	"SANT ANTIOCO"	8.452222	39.066389	3
"SANTA CRUZ DE LA PALMA"	"SANTA CRUZ DE LA PALMA"	-17.76886474	28.67509807	3
"SANTA CRUZ DE TENERIFE"	"SANTA CRUZ DE TENERIFE"	-16.24014996	28.48086841	3
"SANTA EUGENIA DE RIVEIRA"	"SANTA EUGENIA DE RIVEIRA"	-8.9885208	42.56018636	3
"SANTA MARGHERITA LIGURE"	"SANTA MARGHERITA LIGURE"	9.2	44.333333	3
"SANTA MARIA DI CASTELLABATE"	"SANTA MARIA DI CASTELLABATE"	14.95	40.283333	3
"SANTA MARINELLA"	"SANTA MARINELLA"	11.85	42.033333	3
"SANTA MARTA ORTIGUEIRA"	"SANTA MARTA ORTIGUEIRA"	-7.85665188	43.68479563	3
"Santa Pola"	"Santa Pola"	-0.55653108	38.18962921	3
"SANTA TERESA DI GALLURA"	"SANTA TERESA DI GALLURA"	9.183333	41.233333	3
"Santander"	"Santander"	-3.82158971	43.45443997	3
"SANTAÑY"	"SANTAÑY"	3.17119928	39.33262045	3
"Santec"	"Santec"	-4.033333	48.7	3
"SANTO STEFANO DI CAMASTRA"	"SANTO STEFANO DI CAMASTRA"	14.35	38.016667	3
"SANTOÑA"	"SANTOÑA"	-3.46105611	43.4463817	3
"Santurce"	"Santurce"	-3.02946959	43.332616	3
"SAPRI"	"SAPRI"	15.633333	40.066667	3
"Sarbinowo"	"Sarbinowo"	15.95	54.25	3
"Sardal"	"Sardal"	12.6475	56.747667	3
"Sark"	"Sark"	-2.333333254	49.43333435	3
"SARK"	"SARK"	-2.366666667	49.43333333	3
"Saro"	"Saro"	11.9255	57.510333	3
"SARTI"	"SARTI"	24	40.097	3
"Sarzeau"	"Sarzeau"	-2.766667	47.533333	3
"SASSNITZ"	"SASSNITZ"	13.63433333	54.50116667	3
"Saundersfoot"	"Saundersfoot"	-4.683333397	51.70000076	3
"SAUNDERSFOOT"	"SAUNDERSFOOT"	-4.716666667	51.7	3
"Sausset-les-Pins"	"Sausset-les-Pins"	5.116667	43.333333	3
"Sauzal"	"Sauzal"	-16.45200023	28.49800009	3
"Sauzon"	"Sauzon"	-2.983333	47.666667	3
"SAVELLETRI DI FASANO"	"SAVELLETRI DI FASANO"	17.409722	40.873333	3
"Savo"	"Savo"	17.4725	58.772317	3
"SAVONA"	"SAVONA"	8.5	44.283333	3
"Savsundet"	"Savsundet"	17.475667	58.765833	3
"Saxemara"	"Saxemara"	15.231667	56.164667	3
"SCALEA"	"SCALEA"	15.783333	39.816667	3
"Scalloway and Isles"	"Scalloway and Isles"	-1.3	60.13333333	3
"Scalpay"	"Scalpay"	-6.701111111	57.87416667	3
"Scarborough"	"Scarborough"	-0.39166671	54.283333	3
"SCARBOROUGH"	"SCARBOROUGH"	-0.414166667	54.28722222	3
"Scarfskerry"	"Scarfskerry"	-3.266666667	58.65	3
"SCARIO"	"SCARIO"	15.483333	40.05	3
"SCHAPRODE R"	"SCHAPRODE R"	13.16666667	54.5	3
"Scheveningen"	"Scheveningen"	4.2563887	52.101944	3
"SCHLESWIG"	"SCHLESWIG"	9.566666667	54.51666667	3
"SCHLUETTSIEL"	"SCHLUETTSIEL"	8.750333333	54.66816667	3
"SCHOENBERGER STRAND"	"SCHOENBERGER STRAND"	10.4015	54.4015	3
"SCHUBYSTRAND"	"SCHUBYSTRAND"	10.01766667	54.6	3
"SCHULL"	"SCHULL"	-9.547045464	51.52887297	3
"SCIACCA"	"SCIACCA"	13.05	37.516667	3
"SCILLA"	"SCILLA"	15.716667	38.25	3
"SCILLY ISLES"	"SCILLY ISLES"	-6.333333333	49.91666667	3
"SCOGLITTI"	"SCOGLITTI"	14.433333	36.883333	3
"Scourie"	"Scourie"	-5.15	58.35	3
"Scrabster"	"Scrabster"	-3.5475	58.61138889	3
"SEAFORD"	"SEAFORD"	0.1	50.76666667	3
"Seaham"	"Seaham"	-1.316666722	54.83333206	3
"SEAHAM"	"SEAHAM"	-1.338055556	54.83666667	3
"Seahouses"	"Seahouses"	-1.6666667	55.583332	3
"SEAHOUSES"	"SEAHOUSES"	-1.666666667	55.58333333	3
"SEBBELEV NOR"	"SEBBELEV NOR"	9.8598	54.9605	3
"SEBBERSUND"	"SEBBERSUND"	9.5664	56.9617	3
"SEEDORF"	"SEEDORF"	13.65016667	54.35033333	3
"SEESTER"	"SEESTER"	9.566666667	53.71666667	3
"Sein (Île-de-Sein)"	"Sein (Île-de-Sein)"	-4.85	48.03333333	3
"SEJERØ"	"SEJERØ"	11.1373	55.8811	3
"Selater"	"Selater"	11.1275	58.959	3
"SELSEY"	"SELSEY"	-0.8	50.73333333	3
"Séné"	"Séné"	-2.75	47.616667	3
"SENIGALLIA"	"SENIGALLIA"	13.216667	43.716667	3
"SENNELS"	"SENNELS"	8.7976	56.9702	3
"Sennen"	"Sennen"	-5.699999809	50.06666565	3
"SENNEN"	"SENNEN"	-5.7	50.06666667	3
"Senoren"	"Senoren"	15.75	56.1255	3
"Senoren, Ekenas"	"Senoren, Ekenas"	15.726667	56.126667	3
"Senoren, Osternas"	"Senoren, Osternas"	15.765	56.128	3
"SESTRI LEVANTE"	"SESTRI LEVANTE"	9.4	44.266667	3
"Sète"	"Sète"	3.683333	43.4	3
"SEVEDØ"	"SEVEDØ"	11.1848	55.1167	3
"Sevilla"	"Sevilla"	-5.98390886	37.38789784	3
"Seydisfjordur"	"Seydisfjordur"	-13.91666698	65.25	3
"Sheerness"	"Sheerness"	0.75	51.43333435	3
"SHEERNESS"	"SHEERNESS"	0.766666667	51.43333333	3
"SHERINGHAM"	"SHERINGHAM"	1.2	52.93333333	3
"Shetland"	"Shetland"	-1.230277778	60.53833333	3
"SHOINOYSSA"	"SHOINOYSSA"	25.508	36.865	3
"Shoreham"	"Shoreham"	-0.2333333	50.816666	3
"SHOREHAM"	"SHOREHAM"	0.183333333	51.31666667	3
"SIBARI"	"SIBARI"	16.45	39.75	3
"SIDERNO MARINA"	"SIDERNO MARINA"	16.3	38.266667	3
"SIDINGE"	"SIDINGE"	11.6655	55.8253	3
"SIERKSDORF"	"SIERKSDORF"	10.7515	54.05116667	3
"Sieroslaw"	"Sieroslaw"	14.68366667	53.95	3
"SIERRA DE OUTES"	"SIERRA DE OUTES"	-8.95700019	42.80199961	3
"SIGRI"	"SIGRI"	25.848	39.218	3
"Sikea"	"Sikea"	20.978333	64.16	3
"Sikhjalma"	"Sikhjalma"	17.817667	60.576333	3
"SIKINOS"	"SIKINOS"	25.109	36.697	3
"SILKEBORG LANGSØ"	"SILKEBORG LANGSØ"	10.2711	56.5212	3
"Sillamäe"	"Sillamäe"	27.737	59.42233333	3
"SILLERSLEV"	"SILLERSLEV"	8.7302	56.682	3
"Silloth"	"Silloth"	-3.397777796	54.86888886	3
"SILLOTH"	"SILLOTH"	-3.366666667	54.86666667	3
"Sillviken"	"Sillviken"	20.441667	63.763667	3
"SILVI"	"SILVI"	14.083333	42.566667	3
"Simonniemi"	"Simonniemi"	24.89266667	65.65133333	3
"Simrishamn"	"Simrishamn"	14.358333	55.558333	3
"Singo"	"Singo"	18.907667	60.1615	3
"SINISCOLA"	"SINISCOLA"	8.205278	40.7625	3
"SIRACUSA"	"SIRACUSA"	15.3	37.066667	3
"SITEIA"	"SITEIA"	26.111	35.209	3
"SITGES"	"SITGES"	1.82743352	41.23574787	3
"SIZEWELL BEACH"	"SIZEWELL BEACH"	1.616666667	52.2	3
"SJÆLSØ"	"SJÆLSØ"	12.252	55.5236	3
"Sjaustru"	"Sjaustru"	18.802	57.373833	3
"SKÆLSKØR"	"SKÆLSKØR"	11.2887	55.2558	3
"SKÆRBÆK"	"SKÆRBÆK"	9.6336	55.5146	3
"SKÆRING"	"SKÆRING"	10.2966	56.2305	3
"SKAGEN"	"SKAGEN"	10.5958	57.7247	3
"SKALA KALLONIS"	"SKALA KALLONIS"	26.226	39.2	3
"SKALA KAMEIROY"	"SKALA KAMEIROY"	27.814	36.276	3
"SKALA KATERINIS"	"SKALA KATERINIS"	22.35	40.15	3
"SKALA POLYHNITOY"	"SKALA POLYHNITOY"	26.127	39.1	3
"SKALA SYKAMINEAS"	"SKALA SYKAMINEAS"	26.301	39.374	3
"Skalderviken"	"Skalderviken"	12.841667	56.267833	3
"Skalhamn"	"Skalhamn"	11.4015	58.322833	3
"SKALØ"	"SKALØ"	11.214	54.5741	3
"Skalso"	"Skalso"	18.358333	57.693333	3
"SKANDERBORG SØ"	"SKANDERBORG SØ"	9.5608	56.0262	3
"Skanor"	"Skanor"	12.83	55.416667	3
"Skapesund"	"Skapesund"	11.709333	58.089667	3
"Skare"	"Skare"	13.0535	55.376	3
"Skaret"	"Skaret"	12.616667	56.266667	3
"Skarhamn"	"Skarhamn"	11.547167	57.988167	3
"Skarlov"	"Skarlov"	16.580833	56.4245	3
"SKARØ"	"SKARØ"	10.4692	55.0075	3
"Skarpo"	"Skarpo"	18.388667	59.411	3
"SKARRESØ"	"SKARRESØ"	11.2282	55.3911	3
"Skarsa"	"Skarsa"	17.11	61.378333	3
"SKÅRUPØRE"	"SKÅRUPØRE"	10.7182	55.0629	3
"Skarviken"	"Skarviken"	13.696333	55.418667	3
"Skatan"	"Skatan"	17.513333	62.196667	3
"Skateholm"	"Skateholm"	13.474167	55.393833	3
"Skaten"	"Skaten"	18.085167	60.459167	3
"SKAVEN HUSE"	"SKAVEN HUSE"	8.3624	55.8927	3
"SKAVERUP"	"SKAVERUP"	11.8266	55.0646	3
"Skeld"	"Skeld"	-1.433055556	60.18277778	3
"SKELDEVIG"	"SKELDEVIG"	9.4243	54.5096	3
"Skelleftehamn"	"Skelleftehamn"	21.246333	64.6795	3
"SKELLET"	"SKELLET"	10.1971	56.9836	3
"Skenas"	"Skenas"	16.581667	58.629	3
"Skepparkroken"	"Skepparkroken"	12.816667	56.288	3
"Skeppsmalen"	"Skeppsmalen"	19.016667	63.191667	3
"Skerray"	"Skerray"	-4.3	58.53333333	3
"SKERRIES"	"SKERRIES"	-6.091963367	53.57383651	3
"SKIATHOS"	"SKIATHOS"	23.473	39.155	3
"SKIBBEREEN"	"SKIBBEREEN"	-9.283158183	51.56208332	3
"SKIBBY"	"SKIBBY"	11.9594	55.7503	3
"SKIBSTED STRAND V. FLADE (MORS)"	"SKIBSTED STRAND V. FLADE (MORS)"	8.4725	56.5408	3
"Skillinge"	"Skillinge"	14.285	55.473333	3
"SKIVE"	"SKIVE"	9.0524	56.5662	3
"SKIVEREN STRAND"	"SKIVEREN STRAND"	10.165	57.3717	3
"SKJERN"	"SKJERN"	8.493	55.9486	3
"SKODSBORG"	"SKODSBORG"	12.5745	55.8212	3
"SKØDSHOVED STRAND"	"SKØDSHOVED STRAND"	10.377	56.1816	3
"SKOVSHOVED"	"SKOVSHOVED"	12.599	55.7607	3
"Skredsvik"	"Skredsvik"	11.655667	58.381333	3
"SKRILLINGE STRAND"	"SKRILLINGE STRAND"	9.4401	55.2899	3
"SKUDEHAVNEN/KØBENHAVN"	"SKUDEHAVNEN/KØBENHAVN"	12.5997	55.7161	3
"SKULDELEV STRAND"	"SKULDELEV STRAND"	12.0508	55.7909	3
"Skutskar"	"Skutskar"	17.406667	60.650833	3
"Sladdaro"	"Sladdaro"	18.616667	60.275	3
"Sleat"	"Sleat"	-5.909444444	57.05777778	3
"SLETTEN"	"SLETTEN"	12.535	55.9541	3
"SLETTESTRAND"	"SLETTESTRAND"	9.3636	57.1489	3
"SLIGO"	"SLIGO"	-8.482319088	54.27702691	3
"Slite"	"Slite"	18.808333	57.7075	3
"Slottet"	"Slottet"	11.278833	58.534333	3
"Slussen"	"Slussen"	11.766667	58.266667	3
"Smogen"	"Smogen"	11.225	58.353333	3
"Smygehamn"	"Smygehamn"	13.36	55.336667	3
"SNÆBUM SØ"	"SNÆBUM SØ"	9.6535	56.6459	3
"SNAPTUN"	"SNAPTUN"	10.0468	55.8203	3
"SNEEM"	"SNEEM"	-9.923213777	51.84361985	3
"SNEKKERSTEN"	"SNEKKERSTEN"	12.5851	56.0077	3
"Snizort"	"Snizort"	-6.323333333	57.49361111	3
"SNØDE HESSELBJERG"	"SNØDE HESSELBJERG"	10.5563	55.0412	3
"SNOGEBÆK"	"SNOGEBÆK"	15.1096	55.0267	3
"SNOGHØJ"	"SNOGHØJ"	9.7145	55.5219	3
"SØBY"	"SØBY"	10.2594	54.9411	3
"Soderboda"	"Soderboda"	18.3875	60.448	3
"Soderhamn"	"Soderhamn"	17.07	61.306667	3
"Soderkoping"	"Soderkoping"	16.413333	58.475	3
"Sodertalje"	"Sodertalje"	17.633333	59.191667	3
"Sodra Finno"	"Sodra Finno"	16.861167	58.293333	3
"SØLAGER"	"SØLAGER"	11.5414	55.5667	3
"Solenzara (Sari-Solenzara)"	"Solenzara (Sari-Solenzara)"	9.375	41.833333	3
"SOLLER"	"SOLLER"	2.69351229	39.79750176	3
"SOLRØD"	"SOLRØD"	12.1377	55.319	3
"Solva"	"Solva"	-5.199999809	51.86666489	3
"SOLVA"	"SOLVA"	-5.183333333	51.86666667	3
"Solvesborg"	"Solvesborg"	14.591667	56.05	3
"Solvesborg, Valje"	"Solvesborg, Valje"	14.553667	56.053833	3
"SØMARKEN"	"SØMARKEN"	14.9867	55.0065	3
"SØNDER ÅBY"	"SØNDER ÅBY"	9.8665	55.3616	3
"SØNDER LYNGVIG"	"SØNDER LYNGVIG"	8.1208	56.0245	3
"SØNDER NISSUM (NISSUM FJORD)"	"SØNDER NISSUM (NISSUM FJORD)"	8.1866	56.3064	3
"SØNDER THISE"	"SØNDER THISE"	9.1372	56.7001	3
"SØNDERBALLE STRAND"	"SØNDERBALLE STRAND"	9.4768	55.1321	3
"SØNDERBORG"	"SØNDERBORG"	9.7899	54.91	3
"SØNDERHAV"	"SØNDERHAV"	9.4979	54.8606	3
"SØNDERSKOV (ØST FOR SKÆRBÆK)"	"SØNDERSKOV (ØST FOR SKÆRBÆK)"	10.1276	57.4553	3
"SØNDERSKOV HUSE"	"SØNDERSKOV HUSE"	10.5478	55.0237	3
"SØNDERSØ (VED MARIBO)"	"SØNDERSØ (VED MARIBO)"	11.294	54.454	3
"SØNDERVIG"	"SØNDERVIG"	8.1193	56.116	3
"SONDRUP STRAND"	"SONDRUP STRAND"	10.0698	55.8969	3
"Sopot"	"Sopot"	18.5675	54.43366667	3
"Sormjole"	"Sormjole"	20.006667	63.654667	3
"SORØ SØ"	"SORØ SØ"	11.3293	55.2594	3
"SORRENTO"	"SORRENTO"	14.366667	40.616667	3
"SORTSØ"	"SORTSØ"	11.9688	54.9173	3
"Sõru"	"Sõru"	22.5175	58.69166667	3
"Sorunda"	"Sorunda"	17.808333	59.008167	3
"SOTTRUPSKOV"	"SOTTRUPSKOV"	9.7369	54.9687	3
"Soubise"	"Soubise"	-1	45.933333	3
"Soussans"	"Soussans"	-0.683333	45.05	3
"South Harris"	"South Harris"	-6.352777778	58.01666667	3
"South Lochs"	"South Lochs"	-6.483333333	58.1	3
"South Ronaldsay"	"South Ronaldsay"	-2.966666667	58.73333333	3
"SOUTH SHIELDS"	"SOUTH SHIELDS"	-1.421388889	54.98777778	3
"South Uist and Eriskay"	"South Uist and Eriskay"	-7.270555556	57.07	3
"Southampton"	"Southampton"	-1.383333325	50.88333511	3
"SOUTHAMPTON"	"SOUTHAMPTON"	-1.4	50.9	3
"SOUTHEND-ON-SEA"	"SOUTHEND-ON-SEA"	0.7	51.53333333	3
"Southend (Scotland)"	"Southend (Scotland)"	-5.639444444	55.30138889	3
"SOUTHPORT"	"SOUTHPORT"	-3	53.65	3
"Southwold"	"Southwold"	1.683333278	52.31666565	3
"SOUTHWOLD"	"SOUTHWOLD"	1.683333333	52.33333333	3
"SOVERATO"	"SOVERATO"	16.55	38.683333	3
"SOYDA (Auction Hall)"	"SOYDA (Auction Hall)"	24.07945	35.48967	3
"Sozopol"	"Sozopol"	27.68433333	42.41933333	3
"SPERLONGA"	"SPERLONGA"	13.433333	41.25	3
"SPIDDAL"	"SPIDDAL"	-9.309592589	53.24749969	3
"SPIEKA-NEUFELD"	"SPIEKA-NEUFELD"	8.534833333	53.784	3
"Spillersboda"	"Spillersboda"	18.864167	59.702	3
"Spjalko"	"Spjalko"	15.214333	56.159	3
"SPODSBJERG"	"SPODSBJERG"	10.8298	54.9325	3
"SPOTORNO"	"SPOTORNO"	8.416667	44.233333	3
"St Abbs"	"St Abbs"	-2.116666667	55.88333333	3
"St Agnes"	"St Agnes"	-6.466666698	49.84999847	3
"ST AGNES"	"ST AGNES"	-6.333333333	49.88333333	3
"St Andrews"	"St Andrews"	-2.766666667	56.33333333	3
"St Combs and Charleston"	"St Combs and Charleston"	-1.930555556	57.67694444	3
"St Davids"	"St Davids"	-3.366666794	56.03333282	3
"ST DAVIDS"	"ST DAVIDS"	-5.266666667	51.88333333	3
"St Ives"	"St Ives"	-5.466666698	50.20000076	3
"ST IVES"	"ST IVES"	-5.4875	50.20861111	3
