"harbour"	"lon"	"lat"	"range"
"St Malo"	"St Malo"	-2.016666651	48.65000153	3
"St Mawes"	"St Mawes"	-5.016666889	50.15000153	3
"ST MAWES"	"ST MAWES"	-5.016666667	50.15	3
"St Monance"	"St Monance"	-2.733333349	56.20000076	3
"St Monans"	"St Monans"	-2.733333333	56.2	3
"ST.- PETER - ORDING"	"ST.- PETER - ORDING"	8.583333333	54.3005	3
"STABY = KLOSTER"	"STABY = KLOSTER"	8.2415	56.2658	3
"Stackpole Quay"	"Stackpole Quay"	-4.898620129	51.62461853	3
"STACKPOLE QUAY"	"STACKPOLE QUAY"	-4.9	51.61666667	3
"STADIL"	"STADIL"	8.2149	56.1985	3
"Stafsinge"	"Stafsinge"	12.438167	56.9145	3
"STAHLBRODE"	"STAHLBRODE"	13.2515	54.2005	3
"Staithes"	"Staithes"	-0.783333302	54.54999924	3
"STAITHES"	"STAITHES"	-0.8	54.55	3
"Stallarholmen"	"Stallarholmen"	17.209	59.366	3
"Statten"	"Statten"	11.488	58.2085	3
"STAUN"	"STAUN"	9.2937	57.0094	3
"STAUNING"	"STAUNING"	8.3718	55.964	3
"Stavder"	"Stavder"	12.141667	57.28	3
"STAVEREN"	"STAVEREN"	5.36	52.89	3
"STAVREBY (SYDFALSTER)"	"STAVREBY (SYDFALSTER)"	11.8938	54.6537	3
"STAVREBY (SYDSJÆLLAND)"	"STAVREBY (SYDSJÆLLAND)"	12.1408	55.0846	3
"Stavsnas"	"Stavsnas"	18.708333	59.286667	3
"Stavsudda"	"Stavsudda"	18.778333	59.408333	3
"Staxigoe"	"Staxigoe"	-3.033333333	58.43333333	3
"STAYROS"	"STAYROS"	23.706	40.683	3
"STEGE"	"STEGE"	12.2875	54.9855	3
"Stegeborg"	"Stegeborg"	16.603333	58.441667	3
"Stegna"	"Stegna"	19.10066667	54.33416667	3
"STEIN"	"STEIN"	10.28416667	54.4175	3
"STEINBERGHAFF"	"STEINBERGHAFF"	9.817166667	54.76716667	3
"Stellendam"	"Stellendam"	4.033333333	51.8	3
"STENBJERG"	"STENBJERG"	8.3642	56.9185	3
"Stenshuvud"	"Stenshuvud"	14.276667	55.658333	3
"Stensjo"	"Stensjo"	12.611167	56.793833	3
"Stensvik"	"Stensvik"	11.125833	58.996	3
"Stenungsund"	"Stenungsund"	11.816667	58.066667	3
"Stepnica"	"Stepnica"	14.61683333	53.65	3
"STIGE"	"STIGE"	10.4108	55.4372	3
"STIGSNÆS"	"STIGSNÆS"	11.264	55.2136	3
"STILLING SOLBJERG SØ"	"STILLING SOLBJERG SØ"	10.0163	56.0371	3
"STINESMINDE"	"STINESMINDE"	9.9693	56.6729	3
"STJOVL"	"STJOVL"	10.6092	54.9593	3
"Stocka"	"Stocka"	17.343333	61.896667	3
"Stocken"	"Stocken"	11.415	58.151667	3
"Stockevik"	"Stockevik"	11.548833	57.959667	3
"Stockholm"	"Stockholm"	18.071	59.328333	3
"Stockinish"	"Stockinish"	-6.181666667	57.8125	3
"STOCKTON"	"STOCKTON"	-1.416666667	54.58333333	3
"STOMIO"	"STOMIO"	22.744	39.871	3
"Stonehaven"	"Stonehaven"	-2.2	56.96666667	3
"Stora Korno"	"Stora Korno"	11.378333	58.303333	3
"Stora Overon"	"Stora Overon"	11.7485	57.796167	3
"Stora Risten"	"Stora Risten"	18.635	60.29	3
"Stora Ror"	"Stora Ror"	16.53	56.756667	3
"Stora Uttervik"	"Stora Uttervik"	17.543667	58.846833	3
"Storbrandon"	"Storbrandon"	22.516667	65.51	3
"STORE HEDDINGE"	"STORE HEDDINGE"	12.3896	55.3113	3
"STORE KATTINGE SØ"	"STORE KATTINGE SØ"	12.007	55.3998	3
"STORE SNØDE"	"STORE SNØDE"	10.5615	55.0532	3
"Storjungfrun"	"Storjungfrun"	17.333333	61.166667	3
"Stornoway"	"Stornoway"	-6.387777778	58.20611111	3
"Storon"	"Storon"	23.083333	65.733333	3
"STOUBY"	"STOUBY"	9.7897	55.7045	3
"STRADBALLY"	"STRADBALLY"	-7.46200165	52.13000013	3
"STRALSUND"	"STRALSUND"	13.08483333	54.31683333	3
"STRANDBY (LANGELAND)"	"STRANDBY (LANGELAND)"	10.1183	55.2	3
"STRANDBY (NORDJYLLAND)"	"STRANDBY (NORDJYLLAND)"	10.4971	57.4933	3
"STRANDE"	"STRANDE"	10.16716667	54.43366667	3
"STRANDHUSE"	"STRANDHUSE"	11.6705	55.8784	3
"Strangford"	"Strangford"	-5.533333302	54.36666489	3
"STRANGFORD"	"STRANGFORD"	-5.566666667	54.36666667	3
"Stranraer"	"Stranraer"	-5.033333333	55.91666667	3
"Strathaird"	"Strathaird"	-6.061388889	57.18166667	3
"STREEDAGH/CLOONAGH"	"STREEDAGH/CLOONAGH"	-8.566601151	54.39105463	3
"STRIB"	"STRIB"	9.7711	55.5381	3
"STRØBY LADEPLADS"	"STRØBY LADEPLADS"	12.2923	55.4032	3
"Stroma"	"Stroma"	-3.116666667	58.68333333	3
"STROMBOLI"	"STROMBOLI"	15.216667	38.783333	3
"Stromness"	"Stromness"	-3.298333333	58.95361111	3
"Stromstad"	"Stromstad"	11.166667	58.933333	3
"Stronsay"	"Stronsay"	-2.6	59.15	3
"STRUER"	"STRUER"	8.5947	56.4912	3
"STRUKKAMP"	"STRUKKAMP"	11.117	54.40033333	3
"STRYNØ"	"STRYNØ"	10.6133	54.9038	3
"STUBBE SØ"	"STUBBE SØ"	10.4173	56.1578	3
"STUBBEKØBING"	"STUBBEKØBING"	12.0372	54.8902	3
"STUBBERUP"	"STUBBERUP"	11.4066	55.2169	3
"STUDSTRUP"	"STUDSTRUP"	10.2081	56.1513	3
"Sturko"	"Sturko"	15.704333	56.079667	3
"Sturko, Bredavik"	"Sturko, Bredavik"	15.686667	56.114167	3
"Sturko, Ekenabben"	"Sturko, Ekenabben"	15.64	56.101667	3
"Sturko, Skallo"	"Sturko, Skallo"	15.731667	56.118333	3
"Sturko, Uttorp"	"Sturko, Uttorp"	15.7	56.091667	3
"STYLIDA"	"STYLIDA"	22.61666	38.90683	3
"Styrso"	"Styrso"	11.761667	57.617333	3
"Styrsvik"	"Styrsvik"	15.3585	56.130667	3
"SUANCES"	"SUANCES"	-4.03383813	43.43280069	3
"Suchacz"	"Suchacz"	19.434	54.28366667	3
"SUETEL"	"SUETEL"	11.06716667	54.3335	3
"Sullom / Toft"	"Sullom / Toft"	-1.2	60.45	3
"Sunderland"	"Sunderland"	-1.366666675	54.91666794	3
"SUNDERLAND"	"SUNDERLAND"	-1.383333333	54.91194444	3
"Sundskar"	"Sundskar"	19.156	59.685167	3
"SUNDSØRE"	"SUNDSØRE"	9.1719	56.7077	3
"SUNDSTRUP"	"SUNDSTRUP"	9.3072	56.604	3
"Sundsvall"	"Sundsvall"	17.316667	62.391667	3
"Sutton Bridge"	"Sutton Bridge"	0.216666698	52.75	3
"SUTTON BRIDGE"	"SUTTON BRIDGE"	0.183333333	52.76666667	3
"Suursadam"	"Suursadam"	22.90083333	58.97683333	3
"SVALLERUP STRAND"	"SVALLERUP STRAND"	11.1749	55.6088	3
"Svalte"	"Svalte"	11.713333	58.346167	3
"SVANEKE"	"SVANEKE"	15.1405	55.1364	3
"Svanesund"	"Svanesund"	11.8325	58.138167	3
"Svanhalla"	"Svanhalla"	15.891667	56.118333	3
"Svanshall"	"Svanshall"	12.666667	56.25	3
"Svarto"	"Svarto"	16.573667	57.088333	3
"SVENDBORG"	"SVENDBORG"	10.6065	55.0596	3
"SVENSTRUP"	"SVENSTRUP"	11.1718	55.3656	3
"Sviby"	"Sviby"	23.30133333	58.967	3
"SVINØ"	"SVINØ"	11.7486	55.1054	3
"SVOGERSLEV SØ"	"SVOGERSLEV SØ"	12.0185	55.6339	3
"Swanage"	"Swanage"	-1.950000048	50.61666489	3
"SWANAGE"	"SWANAGE"	-1.966666667	50.61666667	3
"Swansea"	"Swansea"	-3.9666667	51.566666	3
"SWANSEA"	"SWANSEA"	-3.966666667	51.63333333	3
"Swarzewo"	"Swarzewo"	18.40033333	54.75066667	3
"Swibno"	"Swibno"	18.9335	54.3335	3
"Swinoujscie"	"Swinoujscie"	14.25083333	53.90033333	3
"Swinoujscie-Karsibór"	"Swinoujscie-Karsibór"	14.284	53.85	3
"Swinoujscie-Ognica"	"Swinoujscie-Ognica"	14.28333333	53.86733333	3
"Swinoujscie-Przytór"	"Swinoujscie-Przytór"	14.36683333	53.8835	3
"Syd-Koster"	"Syd-Koster"	11.03	58.871667	3
"SYMI"	"SYMI"	27.809	36.581	3
"Sysne"	"Sysne"	18.881667	57.39	3
"Szczecin"	"Szczecin"	14.56683333	53.41683333	3
"Szczecin-Dabie"	"Szczecin-Dabie"	14.63333333	53.384	3
"Szczecin-Stolczyn"	"Szczecin-Stolczyn"	14.61716667	53.51683333	3
"Sztutowo"	"Sztutowo"	19.16683333	54.35	3
"Talais"	"Talais"	-1.058333	45.475	3
"TALAMONE"	"TALAMONE"	11.133333	42.55	3
"TALIARTE - MELENARA"	"TALIARTE - MELENARA"	-15.36994542	27.98965163	3
"Talmine"	"Talmine"	-4.416666667	58.53333333	3
"Talmont-sur-Gironde"	"Talmont-sur-Gironde"	-0.9	45.533333	3
"TAMBOHUSE"	"TAMBOHUSE"	8.5941	56.6331	3
"TANGE SØ"	"TANGE SØ"	9.5871	56.3528	3
"TAPIA DE CASARIEGO"	"TAPIA DE CASARIEGO"	-6.94378113	43.57439199	3
"Tapurla"	"Tapurla"	25.57433333	59.61066667	3
"TARANTO"	"TARANTO"	17.229722	40.476111	3
"TÅRBÆK"	"TÅRBÆK"	12.592	55.7882	3
"Tarbert"	"Tarbert"	-5.406388889	55.86527778	3
"Tarifa"	"Tarifa"	-5.60439258	36.0108047	3
"TARNEWITZ"	"TARNEWITZ"	11.21666667	53.96666667	3
"Tarno"	"Tarno"	14.975333	56.120333	3
"Tarragona"	"Tarragona"	1.24065373	41.10756994	3
"TÅRS"	"TÅRS"	11.0374	54.8829	3
"Tarterviken"	"Tarterviken"	17.758667	60.555	3
"Taussat (Lanton)"	"Taussat (Lanton)"	-1.033333	44.7	3
"Tayinloan"	"Tayinloan"	-5.65	55.66666667	3
"Tayport"	"Tayport"	-2.866666667	56.43333333	3
"Tayvallich"	"Tayvallich"	-5.616666667	56.01666667	3
"Tazacorte"	"Tazacorte"	-17.94437714	28.64466477	3
"TAZONES"	"TAZONES"	-5.39788111	43.54755826	3
"TEELIN"	"TEELIN"	-8.630628088	54.61834229	3
"Tegelstrand"	"Tegelstrand"	11.268333	58.528833	3
"TEGLKÅS"	"TEGLKÅS"	14.7047	55.2021	3
"Teignmouth"	"Teignmouth"	-3.5333333	50.549999	3
"TEIGNMOUTH"	"TEIGNMOUTH"	-3.466666667	50.55	3
"TEIS-CHAPELA"	"TEIS-CHAPELA"	-8.85003779	42.61541612	3
"TEJN"	"TEJN"	14.8349	55.2478	3
"Tenby"	"Tenby"	-4.683333397	51.66666794	3
"TENBY"	"TENBY"	-4.716666667	51.66666667	3
"Térenez (Plougasnou)"	"Térenez (Plougasnou)"	-3.8	48.7	3
"TERMINI IMERESE"	"TERMINI IMERESE"	13.7	37.983333	3
"TERMOLI"	"TERMOLI"	15	42	3
"TERMUNTEN"	"TERMUNTEN"	7.04	53.3	3
"Termunterzijl"	"Termunterzijl"	7.033333333	53.3	3
"TERNEUZEN"	"TERNEUZEN"	3.83	51.34	3
"TERRACINA"	"TERRACINA"	13.25	41.283333	3
"TERRASINI"	"TERRASINI"	13.083333	38.15	3
"TERSCHELLING"	"TERSCHELLING"	5.42	53.31	3
"TETENBUELL"	"TETENBUELL"	8.818	54.401	3
"TEXEL"	"TEXEL"	4.83	53.08	3
"THASOS"	"THASOS"	24.722	40.781	3
"THEOLOGOS"	"THEOLOGOS"	23.213	38.676	3
"THIESSOW"	"THIESSOW"	13.71666667	54.26666667	3
"THISTED"	"THISTED"	8.692	56.9556	3
"THOLEN"	"THOLEN"	4.22	51.53	3
"THORSMINDE"	"THORSMINDE"	8.121	56.3731	3
"THORUP STRAND"	"THORUP STRAND"	9.1261	57.1394	3
"THURØ"	"THURØ"	10.6745	55.0481	3
"Thurso"	"Thurso"	-3.5	58.58333333	3
"THYBORØN"	"THYBORØN"	8.2127	56.7038	3
"Tijarafe"	"Tijarafe"	-17.95499887	28.64300003	3
"TIMMENDORF"	"TIMMENDORF"	10.80133333	53.90066667	3
"Timmernabben"	"Timmernabben"	16.448333	56.966667	3
"Tingwall"	"Tingwall"	-3.016666667	59.08333333	3
"TINOS"	"TINOS"	25.15904	37.53598	3
"Tiree"	"Tiree"	-6.8	56.05	3
"TISSINGHUSE"	"TISSINGHUSE"	8.38	56.43	3
"TISVILDELEJE"	"TISVILDELEJE"	12.0397	56.0368	3
"Tjarno"	"Tjarno"	11.1465	58.875	3
"TJELE LANGSØ"	"TJELE LANGSØ"	9.612	56.5127	3
"Tjocko"	"Tjocko"	19.125	59.751167	3
"Tjornekalv"	"Tjornekalv"	11.573333	57.935	3
"Tjurko"	"Tjurko"	15.615	56.116667	3
"Tjuvkil"	"Tjuvkil"	11.7135	57.899667	3
"Tobermory (Isle Of Mull)"	"Tobermory (Isle Of Mull)"	-6.083333333	56.63333333	3
"Toberonochy"	"Toberonochy"	-5.629166667	56.21138889	3
"TOENNING"	"TOENNING"	8.95	54.31666667	3
"Toila"	"Toila"	27.53333333	59.41766667	3
"Tolkmicko"	"Tolkmicko"	19.517	54.31716667	3
"TOLLESBURY"	"TOLLESBURY"	0.083333333	51.75	3
"TOLO"	"TOLO"	22.856	37.516	3
"TØMMERBY FJORD"	"TØMMERBY FJORD"	8.5877	57.0275	3
"Tonnay-Charente"	"Tonnay-Charente"	-0.9	45.95	3
"Torekov"	"Torekov"	12.616667	56.433333	3
"Torhamn"	"Torhamn"	15.826667	56.093333	3
"Toro"	"Toro"	17.8405	58.827667	3
"TORØ HUSE"	"TORØ HUSE"	9.896	55.2459	3
"Torquay"	"Torquay"	-3.5333333	50.466667	3
"TORQUAY"	"TORQUAY"	-3.5	50.45	3
"TORRE ANNUNZIATA"	"TORRE ANNUNZIATA"	14.45	40.75	3
"TORRE CESAREA"	"TORRE CESAREA"	17.891667	40.256944	3
"TORRE DEL GRECO"	"TORRE DEL GRECO"	14.366667	40.783333	3
"TORRE GAVETA"	"TORRE GAVETA"	14.05	40.816667	3
"TORRE SAN GIOVANNI"	"TORRE SAN GIOVANNI"	16.083333	39.066667	3
"TORREDEMBARRA"	"TORREDEMBARRA"	1.40135111	41.13528843	3
"Torrevieja"	"Torrevieja"	-0.67894179	37.97561128	3
"Torridon"	"Torridon"	-5.516666667	57.53333333	3
"Torro"	"Torro"	16.785667	58.3555	3
"Torslanda"	"Torslanda"	11.771167	57.726167	3
"Torso"	"Torso"	14.651667	56	3
"TORTORETO"	"TORTORETO"	13.916667	42.8	3
"Tortosa"	"Tortosa"	0.74400035	40.76499923	3
"TORVAIANICA"	"TORVAIANICA"	12.466667	41.633333	3
"TOSSA DE MAR"	"TOSSA DE MAR"	2.93687852	41.72213807	3
"Toul Broch (Ploubazlanec)"	"Toul Broch (Ploubazlanec)"	-3.033333	48.8	3
"Toulon"	"Toulon"	5.933333	43.116667	3
"TRALEE"	"TRALEE"	-9.718202902	52.2628611	3
"TRAMORE"	"TRAMORE"	-7.160991212	52.15675916	3
"TRANI"	"TRANI"	16.416667	41.283333	3
"TRAPANI"	"TRAPANI"	12.483333	38.016667	3
"Traslovslage"	"Traslovslage"	12.283333	57.05	3
"TRASSENHEIDE"	"TRASSENHEIDE"	13.96666667	54.06666667	3
"TRAVEMUENDE"	"TRAVEMUENDE"	10.85133333	54.95133333	3
"Trébeurden"	"Trébeurden"	-3.566667	48.766667	3
"TREBISACCE"	"TREBISACCE"	16.533333	39.866667	3
"Tréboul (Douarnenez)"	"Tréboul (Douarnenez)"	-4.333333	48.1	3
"Trefor"	"Trefor"	-4.416666508	52.98333359	3
"Trégastel"	"Trégastel"	-3.5	48.8	3
"Tréguier"	"Tréguier"	-3.233333	48.783333	3
"Tréhiguier-en-Pénestin (Pénestin)"	"Tréhiguier-en-Pénestin (Pénestin)"	-2.483333	47.483333	3
"TRELDE"	"TRELDE"	9.7758	55.6198	3
"Trélévern"	"Trélévern"	-3.366667	48.816667	3
"Trelleborg"	"Trelleborg"	13.14645	55.3713	3
"Trémazan (Portsall)"	"Trémazan (Portsall)"	-4.7	48.55	3
"Trensum"	"Trensum"	14.97	56.1675	3
"Trentemoult (Nantes)"	"Trentemoult (Nantes)"	-1.55	47.216667	3
"Trévignon (Trégunc)"	"Trévignon (Trégunc)"	-3.85	47.85	3
"TRICASE"	"TRICASE"	18.366667	39.933333	3
"TRIESTE"	"TRIESTE"	13.78	45.648611	3
"Triigi"	"Triigi"	22.717	58.58416667	3
"TROENSE"	"TROENSE"	10.6468	55.0338	3
"Trolleboda"	"Trolleboda"	15.1805	56.153333	3
"Troon and Saltcoats"	"Troon and Saltcoats"	-4.683055556	55.55027778	3
"TROPEA"	"TROPEA"	15.9	38.683333	3
"Trosa"	"Trosa"	17.555	58.891667	3
"Trouville-sur-Mer"	"Trouville-sur-Mer"	0.083333	49.366667	3
"Truro"	"Truro"	-5.033333302	50.25	3
"TRURO"	"TRURO"	-5.043333333	50.26166667	3
"Trysunda"	"Trysunda"	18.79	63.14	3
"Trzebiez"	"Trzebiez"	14.51683333	53.6505	3
"TUBORG HAVN/HELLERUP"	"TUBORG HAVN/HELLERUP"	12.3516	55.4356	3
"Tudy (Île-Tudy)"	"Tudy (Île-Tudy)"	-4.166667	47.833333	3
"Tulcea"	"Tulcea"	28.81333333	45.19722222	3
"TULLY/RENVYLE"	"TULLY/RENVYLE"	-9.972612933	53.60299504	3
"Tumlehed"	"Tumlehed"	11.725833	57.736333	3
"TUNØ"	"TUNØ"	10.2721	55.5694	3
"Tuomarainen"	"Tuomarainen"	21.65566667	60.51916667	3
"Tyrislot"	"Tyrislot"	16.9	58.321667	3
"Tystberga"	"Tystberga"	17.2345	58.847167	3
"TYSTRUP SØ"	"TYSTRUP SØ"	11.3581	55.2109	3
"Tzarevo"	"Tzarevo"	27.85566667	42.1705	3
"UDBYHØJ NORD"	"UDBYHØJ NORD"	10.3009	56.6119	3
"UDBYHØJ SYD"	"UDBYHØJ SYD"	10.313	56.5975	3
"Uddevalla"	"Uddevalla"	11.933333	58.35	3
"UECKERITZ"	"UECKERITZ"	14.07333333	54.01666667	3
"UECKERMUENDE"	"UECKERMUENDE"	14.06733333	53.75033333	3
"UETERSEN"	"UETERSEN"	9.667	53.66783333	3
"UGGELHUSE"	"UGGELHUSE"	10.2116	56.4683	3
"Ugglarp"	"Ugglarp"	12.6105	56.815	3
"Ulebergshamn"	"Ulebergshamn"	11.297167	58.453	3
"Ullapool"	"Ullapool"	-5.166666667	57.9	3
"ULRUM-LAUWERSOOG"	"ULRUM-LAUWERSOOG"	6.33	53.36	3
"ULRUM-ZOUTKAMP"	"ULRUM-ZOUTKAMP"	6.33	53.36	3
"ULSE SØ"	"ULSE SØ"	12.0103	55.1798	3
"Ulva Ferry"	"Ulva Ferry"	-6.142222222	56.48333333	3
"Ulvohamn"	"Ulvohamn"	18.66	63.023333	3
"ULVSHALE"	"ULVSHALE"	12.2489	55.0487	3
"Umea"	"Umea"	20.266667	63.825	3
"UMMANZ"	"UMMANZ"	13.16783333	54.45066667	3
"UNGERSBJERG"	"UNGERSBJERG"	10.0287	55.1065	3
"Ungskar"	"Ungskar"	15.805	56.041667	3
"Uniescie"	"Uniescie"	16.084	54.267	3
"UNION HALL"	"UNION HALL"	-9.14171987	51.55810644	3
"Unionhall"	"Unionhall"	-9.134166718	51.55888748	3
"Urk"	"Urk"	5.6	52.66666667	3
"URK"	"URK"	5.6	52.66	3
"URNE"	"URNE"	11.1705	54.5709	3
"URRIS"	"URRIS"	-7.4125	55.2625	3
"USEDOM"	"USEDOM"	13.93366667	53.8505	3
"USQUERT"	"USQUERT"	7.7	53.45	3
"USTICA"	"USTICA"	13.183333	38.7	3
"Ustka"	"Ustka"	16.85033333	54.58366667	3
"Ustronie Morskie"	"Ustronie Morskie"	15.75016667	54.21666667	3
"Utah Beach (ens. de communes)"	"Utah Beach (ens. de communes)"	-1.2166	49.3833	3
"Utklippan"	"Utklippan"	15.706667	55.955	3
"Utlangan, Stenshamn"	"Utlangan, Stenshamn"	15.781667	56.03	3
"Uto"	"Uto"	18.326667	58.971667	3
"Uusikaupunki"	"Uusikaupunki"	21.38733333	60.791	3
"Uyeasound and Baltasound"	"Uyeasound and Baltasound"	-0.766666667	60.75	3
"VADA"	"VADA"	12.921667	45.773056	3
"Vagnharad"	"Vagnharad"	17.499167	58.9465	3
"Vajern"	"Vajern"	11.263333	58.38	3
"Valdemarsvik"	"Valdemarsvik"	16.605	58.203333	3
"Valencia"	"Valencia"	-0.30876668	39.45217433	3
"VALENTIA"	"VALENTIA"	-10.4380224	51.91724897	3
"Valje"	"Valje"	14.539167	56.061667	3
"Valkom"	"Valkom"	26.25616667	60.40183333	3
"Vallda"	"Vallda"	11.929833	57.49	3
"VALLE GRAN REY"	"VALLE GRAN REY"	-17.34800007	28.09900055	3
"Valle Guerra"	"Valle Guerra"	-16.40654238	28.52814002	3
"Valletta Malta"	"Valletta Malta"	14.51611111	35.89666667	3
"Vallhamn"	"Vallhamn"	11.711167	58.015833	3
"Vallo"	"Vallo"	16.596333	57.11	3
"Valras-Plage"	"Valras-Plage"	3.283333	43.25	3
"Valsnas"	"Valsnas"	16.885	56.903	3
"VALSTED"	"VALSTED"	9.5637	56.9757	3
"Vanasadam"	"Vanasadam"	24.76666667	59.44666667	3
"Vandburg"	"Vandburg"	18.316667	56.946667	3
"VANDET SØ"	"VANDET SØ"	8.3487	57.004	3
"VANG"	"VANG"	14.7409	55.246	3
"Vannes"	"Vannes"	-2.75	47.666667	3
"VARAZZE"	"VARAZZE"	8.566667	44.366667	3
"Varberg"	"Varberg"	12.25	57.1	3
"VARBJERG"	"VARBJERG"	9.9552	55.5151	3
"VAREL"	"VAREL"	8.183333333	53.401	3
"Varessäikkä"	"Varessäikkä"	24.81233333	64.889	3
"VARKIZA"	"VARKIZA"	23.81	37.819	3
"Varna"	"Varna"	27.90916667	43.19166667	3
"Varnanas"	"Varnanas"	16.156667	56.481	3
"Vasklot"	"Vasklot"	21.55366667	63.086	3
"Vastergarn"	"Vastergarn"	18.15	57.45	3
"Vasternas"	"Vasternas"	18.969167	59.704	3
"Vastervik"	"Vastervik"	16.653333	57.756667	3
"VASTO"	"VASTO"	14.7	42.116667	3
"Vastra Ekno"	"Vastra Ekno"	16.695	57.59	3
"Vastra Nas"	"Vastra Nas"	14.584667	56.032167	3
"VATHY"	"VATHY"	20.43	38.22	3
"Vatunginnokka"	"Vatunginnokka"	25.11733333	65.55166667	3
"Vaxholm"	"Vaxholm"	18.355	59.401667	3
"VEDBÆK"	"VEDBÆK"	12.5641	55.8573	3
"VEDELSHAVE"	"VEDELSHAVE"	9.9465	55.5073	3
"VEDERSØ"	"VEDERSØ"	8.2066	56.2338	3
"Vedhall"	"Vedhall"	11.6985	57.829833	3
"Veere"	"Veere"	22.0505	58.45116667	3
"Vegeholm"	"Vegeholm"	12.47121	56.13083	3
"Vejbystrand"	"Vejbystrand"	12.766667	56.316667	3
"VEJLE"	"VEJLE"	9.5368	55.7114	3
"Velez-Malaga"	"Velez-Malaga"	-4.06784071	36.75048204	3
"VELLING"	"VELLING"	8.3114	56.0519	3
"VELSEN-IJMUIDEN"	"VELSEN-IJMUIDEN"	4.6	52.45	3
"VEMMENÆS"	"VEMMENÆS"	10.6642	54.9774	3
"VEMMINGBUND"	"VEMMINGBUND"	9.7005	54.8944	3
"Vene-Balti"	"Vene-Balti"	24.65633333	59.45066667	3
"VENEZIA"	"VENEZIA"	12.326667	45.438611	3
"VENØ"	"VENØ"	8.6237	56.5496	3
"VENTIMIGLIA"	"VENTIMIGLIA"	7.6	43.783333	3
"VENTOTENE"	"VENTOTENE"	13.433333	40.8	3
"Ver-sur-Mer"	"Ver-sur-Mer"	-0.533333	49.333333	3
"Vergi"	"Vergi"	26.103	59.59733333	3
"VERNAZZA"	"VERNAZZA"	9.683333	44.133333	3
"VESTER KIPPINGE"	"VESTER KIPPINGE"	11.7718	54.9085	3
"VESTERBORG SØ"	"VESTERBORG SØ"	11.2719	54.8566	3
"VESTERBY"	"VESTERBY"	11.3848	54.9413	3
"VESTERØ"	"VESTERØ"	10.9232	57.2928	3
"VESTERVIG"	"VESTERVIG"	8.3208	56.7629	3
"Veules-les-Roses"	"Veules-les-Roses"	0.8	49.866667	3
"Veulettes-sur-Mer"	"Veulettes-sur-Mer"	0.6	49.85	3
"VIAREGGIO"	"VIAREGGIO"	10.233333	43.866667	3
"VIAVELEZ"	"VIAVELEZ"	-6.8384858	43.56541637	3
"VIBO VALENTIA"	"VIBO VALENTIA"	16.1	38.666667	3
"VIBORG SØ"	"VIBORG SØ"	9.2463	56.259	3
"VICEDO"	"VICEDO"	-7.67398227	43.73916857	3
"Videbergshamn"	"Videbergshamn"	12.116667	57.25	3
"Vidlin"	"Vidlin"	-1.116666667	60.36638889	3
"Vierville-sur-Mer / Saint-Laurent-sur-Mer"	"Vierville-sur-Mer / Saint-Laurent-sur-Mer"	-0.89	49.366667	3
"VIESTE"	"VIESTE"	16.166667	41.883333	3
"Vigo"	"Vigo"	-8.734167099	42.23888779	3
"Vik"	"Vik"	14.291667	55.616667	3
"Viken (Hoganas)"	"Viken (Hoganas)"	12.578833	56.141667	3
"Viken (Tanum)"	"Viken (Tanum)"	11.168167	58.746667	3
"Vikhog"	"Vikhog"	12.96	55.728333	3
"Vilanova y la Geltru"	"Vilanova y la Geltru"	1.73735134	41.2162646	3
"VILLA SAN GIOVANNI"	"VILLA SAN GIOVANNI"	15.633333	38.216667	3
"Villagarcia de Arosa"	"Villagarcia de Arosa"	-8.76975313	42.59955104	3
"Villajoyosa"	"Villajoyosa"	-0.21690568	38.50848845	3
"VILLAJUAN"	"VILLAJUAN"	-8.78739936	42.59039148	3
"VILLANUEVA"	"VILLANUEVA"	-8.83122507	42.56524112	3
"Villefranche-sur-Mer"	"Villefranche-sur-Mer"	7.316667	43.7	3
"Villerville"	"Villerville"	0.133333	49.4	3
"Villinge"	"Villinge"	18.602167	59.091167	3
"VILSTRUP STRAND"	"VILSTRUP STRAND"	9.3032	55.0956	3
"VILSUND ØST"	"VILSUND ØST"	8.6402	56.8848	3
"VILSUND VEST"	"VILSUND VEST"	8.6234	56.8818	3
"Vinaroz"	"Vinaroz"	0.47747213	40.46706681	3
"VINDEBY"	"VINDEBY"	10.6091	55.0429	3
"VIRKSUND"	"VIRKSUND"	9.2855	56.6098	3
"Virtsu"	"Virtsu"	23.501	58.5675	3
"Visby"	"Visby"	18.283333	57.65	3
"Vitemolla"	"Vitemolla"	14.211667	55.7	3
"Vitrezay (Saint-Bonnet-sur-Gironde)"	"Vitrezay (Saint-Bonnet-sur-Gironde)"	-0.666667	45.35	3
"Vitsgarn"	"Vitsgarn"	18.162167	59.048667	3
"VITT-ARKONA"	"VITT-ARKONA"	13.43333333	54.66666667	3
"VITTE"	"VITTE"	13.16666667	54.5	3
"Vivero"	"Vivero"	-7.5937302	43.66602016	3
"Vlaardingen"	"Vlaardingen"	4.35	51.91666667	3
"VLAARDINGEN"	"VLAARDINGEN"	4.34	51.91	3
"VLICHADA"	"VLICHADA"	25.25	36.19	3
"VLIELAND"	"VLIELAND"	5.07	53.3	3
"Vlissingen"	"Vlissingen"	3.583333333	51.45	3
"VLISSINGEN"	"VLISSINGEN"	3.58	51.46	3
"Voe"	"Voe"	-1.25	60.35	3
"VOERSÅ"	"VOERSÅ"	10.4863	57.2082	3
